asset,date,br
600017,2014,6.93E-05
600017,2015,6.43E-05
600017,2016,0.000103094
600017,2017,9.59E-05
600017,2018,5.55E-05
600017,2019,2.93E-05
600017,2020,4.00E-05
600017,2021,1.97E-05
600018,2014,0
600018,2015,3.38E-05
600018,2016,2.25E-05
600018,2017,4.58E-05
600018,2018,4.50E-05
600018,2019,4.14E-05
600018,2020,3.89E-05
600018,2021,5.68E-05
600019,2014,9.82E-06
600019,2015,9.77E-06
600019,2016,0
600019,2017,8.10E-06
600019,2018,0
600019,2019,1.53E-05
600019,2020,0
600019,2021,0
600020,2014,0
600020,2015,0
600020,2016,1.75E-05
600020,2017,9.08E-06
600020,2018,8.44E-06
600020,2019,8.23E-06
600020,2020,9.24E-06
600020,2021,8.67E-06
600021,2014,2.29E-05
600021,2015,0
600021,2016,1.01E-05
600021,2017,1.61E-05
600021,2018,7.23E-06
600021,2019,1.36E-05
600021,2020,0
600021,2021,0
600022,2014,2.03E-05
600022,2015,9.68E-06
600022,2016,9.59E-06
600022,2017,2.10E-05
600022,2018,2.99E-05
600022,2019,1.93E-05
600022,2020,1.02E-05
600022,2021,9.39E-06
600023,2014,0
600023,2015,1.19E-05
600023,2016,1.16E-05
600023,2017,1.16E-05
600023,2018,0
600023,2019,0
600023,2020,0
600023,2021,0
600025,2014,0
600025,2015,0
600025,2016,0
600025,2017,2.17E-05
600025,2018,2.04E-05
600025,2019,0
600025,2020,0
600025,2021,1.89E-05
600026,2014,0
600026,2015,0
600026,2016,0
600026,2017,2.79E-05
600026,2018,0
600026,2019,0
600026,2020,0
600026,2021,0
600027,2014,0
600027,2015,1.10E-05
600027,2016,0
600027,2017,0
600027,2018,0
600027,2019,0
600027,2020,1.01E-05
600027,2021,0
600028,2014,0
600028,2015,6.79E-06
600028,2016,1.27E-05
600028,2017,1.25E-05
600028,2018,0
600028,2019,0
600028,2020,0
600028,2021,0
600029,2014,0
600029,2015,0
600029,2016,0
600029,2017,4.22E-05
600029,2018,2.70E-05
600029,2019,4.25E-05
600029,2020,7.29E-06
600029,2021,7.02E-06
600031,2014,1.83E-05
600031,2015,4.40E-05
600031,2016,6.19E-05
600031,2017,6.78E-05
600031,2018,3.99E-05
600031,2019,3.79E-05
600031,2020,0
600031,2021,0
600032,2014,0
600032,2015,0
600032,2016,0
600032,2017,0
600032,2018,0
600032,2019,0
600032,2020,0
600032,2021,0
600033,2014,5.56E-05
600033,2015,1.39E-05
600033,2016,1.34E-05
600033,2017,0
600033,2018,0
600033,2019,0
600033,2020,0
600033,2021,0
600035,2014,1.41E-05
600035,2015,3.78E-05
600035,2016,1.08E-05
600035,2017,9.63E-06
600035,2018,9.07E-06
600035,2019,8.27E-06
600035,2020,0
600035,2021,9.14E-06
600037,2014,0
600037,2015,0
600037,2016,0
600037,2017,0
600037,2018,0
600037,2019,0
600037,2020,0
600037,2021,0
600038,2014,0
600038,2015,3.16E-05
600038,2016,1.54E-05
600038,2017,2.70E-05
600038,2018,5.00E-05
600038,2019,4.04E-05
600038,2020,0
600038,2021,0
600039,2014,9.86E-06
600039,2015,5.01E-05
600039,2016,5.28E-05
600039,2017,5.09E-05
600039,2018,2.41E-05
600039,2019,2.28E-05
600039,2020,2.81E-05
600039,2021,5.38E-06
600048,2014,0
600048,2015,0
600048,2016,0
600048,2017,0
600048,2018,0
600048,2019,0
600048,2020,0
600048,2021,0
600050,2014,0
600050,2015,0
600050,2016,0
600050,2017,0
600050,2018,0
600050,2019,0
600050,2020,0
600050,2021,8.87E-06
600051,2014,0
600051,2015,0
600051,2016,1.25E-05
600051,2017,0
600051,2018,1.18E-05
600051,2019,0
600051,2020,0
600051,2021,0
600052,2014,0
600052,2015,0
600052,2016,0
600052,2017,0
600052,2018,0
600052,2019,0
600052,2020,0
600052,2021,0
600054,2014,0
600054,2015,0
600054,2016,0
600054,2017,0
600054,2018,0
600054,2019,0
600054,2020,0
600054,2021,0
600055,2014,0
600055,2015,0
600055,2016,1.39E-05
600055,2017,0
600055,2018,0
600055,2019,0
600055,2020,0
600055,2021,0
600056,2014,0
600056,2015,1.85E-05
600056,2016,8.70E-06
600056,2017,9.15E-06
600056,2018,1.64E-05
600056,2019,2.39E-05
600056,2020,7.73E-06
600056,2021,7.49E-06
600057,2014,0
600057,2015,1.94E-05
600057,2016,2.63E-05
600057,2017,1.76E-05
600057,2018,8.20E-06
600057,2019,2.96E-05
600057,2020,2.77E-05
600057,2021,1.95E-05
600058,2014,0
600058,2015,0
600058,2016,0
600058,2017,0
600058,2018,0
600058,2019,8.02E-06
600058,2020,0
600058,2021,0
600059,2014,0
600059,2015,0
600059,2016,0
600059,2017,0
600059,2018,0
600059,2019,1.34E-05
600059,2020,0
600059,2021,0
600060,2014,0
600060,2015,0
600060,2016,0
600060,2017,0
600060,2018,0
600060,2019,0
600060,2020,0
600060,2021,0
600062,2014,0
600062,2015,0
600062,2016,0
600062,2017,0
600062,2018,0
600062,2019,0
600062,2020,0
600062,2021,0
600063,2014,0
600063,2015,0
600063,2016,2.06E-05
600063,2017,0
600063,2018,9.43E-06
600063,2019,8.90E-06
600063,2020,0
600063,2021,0
600064,2014,0
600064,2015,0
600064,2016,0
600064,2017,0
600064,2018,0
600064,2019,0
600064,2020,0
600064,2021,0
600066,2014,1.24E-05
600066,2015,0
600066,2016,0
600066,2017,0
600066,2018,0
600066,2019,1.11E-05
600066,2020,1.11E-05
600066,2021,9.98E-06
600067,2014,9.60E-06
600067,2015,0
600067,2016,0
600067,2017,0
600067,2018,0
600067,2019,0
600067,2020,0
600067,2021,0
600070,2014,1.51E-05
600070,2015,0
600070,2016,0
600070,2017,0
600070,2018,0
600070,2019,0
600070,2020,0
600070,2021,0
600071,2014,0
600071,2015,0
600071,2016,0
600071,2017,0
600071,2018,0
600071,2019,0
600071,2020,0
600071,2021,0
600072,2014,0
600072,2015,1.15E-05
600072,2016,3.89E-05
600072,2017,1.90E-05
600072,2018,0
600072,2019,0
600072,2020,0
600072,2021,0
600073,2014,0
600073,2015,0
600073,2016,0
600073,2017,0
600073,2018,0
600073,2019,9.23E-06
600073,2020,0
600073,2021,0
600075,2014,0
600075,2015,0.00012149
600075,2016,6.19E-05
600075,2017,3.83E-05
600075,2018,4.23E-05
600075,2019,1.77E-05
600075,2020,2.90E-05
600075,2021,3.71E-05
600076,2014,0
600076,2015,0
600076,2016,1.16E-05
600076,2017,3.65E-05
600076,2018,0
600076,2019,0
600076,2020,1.16E-05
600076,2021,0
600077,2014,0
600077,2015,0
600077,2016,0
600077,2017,0
600077,2018,0
600077,2019,0
600077,2020,0
600077,2021,0
600078,2014,0
600078,2015,0
600078,2016,0
600078,2017,0
600078,2018,0
600078,2019,0
600078,2020,0
600078,2021,0
600079,2014,0
600079,2015,0
600079,2016,0
600079,2017,0
600079,2018,0
600079,2019,0
600079,2020,0
600079,2021,0
600080,2014,0
600080,2015,0
600080,2016,0
600080,2017,1.26E-05
600080,2018,0
600080,2019,0
600080,2020,0
600080,2021,0
600081,2014,0
600081,2015,0
600081,2016,0
600081,2017,0
600081,2018,0
600081,2019,0
600081,2020,0
600081,2021,0
600082,2014,0
600082,2015,3.61E-05
600082,2016,0
600082,2017,0
600082,2018,0
600082,2019,0
600082,2020,0
600082,2021,0
600083,2014,0
600083,2015,0
600083,2016,0
600083,2017,0
600083,2018,0
600083,2019,0
600083,2020,0
600083,2021,0
600084,2014,0
600084,2015,0
600084,2016,1.20E-05
600084,2017,0
600084,2018,0
600084,2019,0
600084,2020,0
600084,2021,0
600085,2014,0
600085,2015,0
600085,2016,3.04E-05
600085,2017,3.22E-05
600085,2018,3.04E-05
600085,2019,9.66E-06
600085,2020,0
600085,2021,8.78E-06
600088,2014,0
600088,2015,1.44E-05
600088,2016,0
600088,2017,0
600088,2018,0
600088,2019,0
600088,2020,0
600088,2021,0
600089,2014,9.23E-06
600089,2015,2.54E-05
600089,2016,2.41E-05
600089,2017,3.66E-05
600089,2018,4.90E-05
600089,2019,0.000108161
600089,2020,0.000127986
600089,2021,5.56E-05
600094,2014,1.24E-05
600094,2015,0
600094,2016,0
600094,2017,0
600094,2018,0
600094,2019,0
600094,2020,0
600094,2021,0
600096,2014,0
600096,2015,0
600096,2016,9.35E-06
600096,2017,2.27E-05
600096,2018,7.55E-06
600096,2019,1.39E-05
600096,2020,0
600096,2021,0
600097,2014,0
600097,2015,0
600097,2016,1.44E-05
600097,2017,1.33E-05
600097,2018,5.31E-05
600097,2019,7.45E-05
600097,2020,0
600097,2021,0
600098,2014,0
600098,2015,0
600098,2016,0
600098,2017,9.09E-06
600098,2018,8.87E-06
600098,2019,0
600098,2020,0
600098,2021,0
600099,2014,0
600099,2015,0
600099,2016,0
600099,2017,0
600099,2018,0
600099,2019,0
600099,2020,0
600099,2021,0
600100,2014,0
600100,2015,2.66E-05
600100,2016,1.84E-05
600100,2017,5.05E-05
600100,2018,8.79E-05
600100,2019,1.48E-05
600100,2020,0
600100,2021,0
600101,2014,0
600101,2015,0
600101,2016,0
600101,2017,0
600101,2018,0
600101,2019,9.84E-06
600101,2020,0
600101,2021,0
600103,2014,0
600103,2015,0
600103,2016,0
600103,2017,0
600103,2018,0
600103,2019,0
600103,2020,0
600103,2021,0
600104,2014,0
600104,2015,0
600104,2016,1.01E-05
600104,2017,9.21E-06
600104,2018,9.32E-06
600104,2019,0
600104,2020,0
600104,2021,8.05E-06
600105,2014,4.61E-05
600105,2015,5.26E-05
600105,2016,7.84E-05
600105,2017,0.000127171
600105,2018,8.62E-05
600105,2019,7.04E-05
600105,2020,9.42E-05
600105,2021,6.33E-05
600106,2014,0
600106,2015,1.45E-05
600106,2016,2.99E-05
600106,2017,2.79E-05
600106,2018,2.69E-05
600106,2019,2.45E-05
600106,2020,2.81E-05
600106,2021,0
600107,2014,0
600107,2015,0
600107,2016,0
600107,2017,0
600107,2018,0
600107,2019,0
600107,2020,0
600107,2021,9.22E-06
600108,2014,0
600108,2015,1.13E-05
600108,2016,0
600108,2017,0
600108,2018,0
600108,2019,0
600108,2020,0
600108,2021,0
600110,2014,0
600110,2015,0
600110,2016,0
600110,2017,0
600110,2018,0
600110,2019,0
600110,2020,0
600110,2021,1.52E-05
600111,2014,0
600111,2015,0
600111,2016,0
600111,2017,1.01E-05
600111,2018,9.00E-06
600111,2019,8.62E-06
600111,2020,8.01E-06
600111,2021,6.90E-06
600112,2014,0
600112,2015,0
600112,2016,2.21E-05
600112,2017,0
600112,2018,2.32E-05
600112,2019,0
600112,2020,0
600112,2021,0
600113,2014,0
600113,2015,0
600113,2016,0
600113,2017,0
600113,2018,0
600113,2019,0
600113,2020,0
600113,2021,0
600114,2014,0
600114,2015,0
600114,2016,0
600114,2017,0
600114,2018,0
600114,2019,0
600114,2020,0
600114,2021,0
600115,2014,2.09E-05
600115,2015,0
600115,2016,3.27E-05
600115,2017,3.78E-05
600115,2018,3.92E-05
600115,2019,0
600115,2020,2.43E-05
600115,2021,1.50E-05
600116,2014,9.44E-06
600116,2015,9.48E-06
600116,2016,1.02E-05
600116,2017,1.04E-05
600116,2018,0
600116,2019,0
600116,2020,0
600116,2021,0
600117,2014,1.16E-05
600117,2015,1.22E-05
600117,2016,1.99E-05
600117,2017,1.95E-05
600117,2018,1.82E-05
600117,2019,1.70E-05
600117,2020,1.75E-05
600117,2021,1.72E-05
600118,2014,0
600118,2015,1.10E-05
600118,2016,1.33E-05
600118,2017,3.55E-05
600118,2018,0
600118,2019,0
600118,2020,0
600118,2021,0
600119,2014,0
600119,2015,0
600119,2016,0
600119,2017,0
600119,2018,1.12E-05
600119,2019,0
600119,2020,0
600119,2021,0
600121,2014,0
600121,2015,0
600121,2016,0
600121,2017,0
600121,2018,0
600121,2019,0
600121,2020,0
600121,2021,0
600122,2014,0
600122,2015,0
600122,2016,1.00E-05
600122,2017,0
600122,2018,0
600122,2019,0
600122,2020,0
600122,2021,0
600123,2014,0
600123,2015,0
600123,2016,0
600123,2017,0
600123,2018,0
600123,2019,0
600123,2020,0
600123,2021,0
600125,2014,1.57E-05
600125,2015,1.53E-05
600125,2016,0
600125,2017,2.73E-05
600125,2018,1.27E-05
600125,2019,0
600125,2020,1.15E-05
600125,2021,0
600126,2014,0
600126,2015,0
600126,2016,0
600126,2017,0
600126,2018,2.32E-05
600126,2019,0
600126,2020,0
600126,2021,0
600127,2014,0
600127,2015,0
600127,2016,0
600127,2017,0
600127,2018,1.15E-05
600127,2019,0
600127,2020,0
600127,2021,0
600128,2014,2.24E-05
600128,2015,0
600128,2016,0
600128,2017,4.08E-05
600128,2018,0.00010791
600128,2019,3.03E-05
600128,2020,1.98E-05
600128,2021,1.81E-05
600129,2014,0
600129,2015,0
600129,2016,0
600129,2017,1.71E-05
600129,2018,1.65E-05
600129,2019,1.64E-05
600129,2020,8.30E-06
600129,2021,0
600130,2014,0
600130,2015,0
600130,2016,0
600130,2017,0
600130,2018,0
600130,2019,0
600130,2020,0
600130,2021,0
600131,2014,1.15E-05
600131,2015,0
600131,2016,0
600131,2017,0
600131,2018,0
600131,2019,0
600131,2020,0
600131,2021,0
600132,2014,0
600132,2015,0
600132,2016,0
600132,2017,0
600132,2018,0
600132,2019,0
600132,2020,0
600132,2021,0
600133,2014,0
600133,2015,3.87E-05
600133,2016,2.47E-05
600133,2017,7.81E-06
600133,2018,1.54E-05
600133,2019,6.84E-06
600133,2020,0
600133,2021,1.36E-05
600135,2014,0
600135,2015,0
600135,2016,0
600135,2017,0
600135,2018,0
600135,2019,0
600135,2020,0
600135,2021,0
600136,2014,0
600136,2015,0
600136,2016,0
600136,2017,1.03E-05
600136,2018,0
600136,2019,0
600136,2020,9.06E-06
600136,2021,8.36E-06
600137,2014,0
600137,2015,0
600137,2016,0
600137,2017,0
600137,2018,1.34E-05
600137,2019,0
600137,2020,0
600137,2021,0
600138,2014,0
600138,2015,0
600138,2016,1.49E-05
600138,2017,1.39E-05
600138,2018,0
600138,2019,3.37E-05
600138,2020,0
600138,2021,0
600141,2014,0
600141,2015,1.00E-05
600141,2016,0
600141,2017,0
600141,2018,0
600141,2019,0
600141,2020,0
600141,2021,0
600143,2014,8.83E-06
600143,2015,0
600143,2016,0
600143,2017,0
600143,2018,0
600143,2019,0
600143,2020,0
600143,2021,0
600148,2014,0
600148,2015,1.46E-05
600148,2016,1.41E-05
600148,2017,0
600148,2018,1.31E-05
600148,2019,1.29E-05
600148,2020,0
600148,2021,0
600149,2014,0
600149,2015,0
600149,2016,0
600149,2017,0
600149,2018,0
600149,2019,0
600149,2020,0
600149,2021,0
600150,2014,0
600150,2015,1.86E-05
600150,2016,0
600150,2017,0
600150,2018,0
600150,2019,0
600150,2020,0
600150,2021,0
600151,2014,0
600151,2015,0
600151,2016,1.81E-05
600151,2017,0
600151,2018,0
600151,2019,0
600151,2020,0
600151,2021,0
600152,2014,0
600152,2015,0
600152,2016,0
600152,2017,0
600152,2018,0
600152,2019,0
600152,2020,0
600152,2021,0
600153,2014,1.02E-05
600153,2015,1.84E-05
600153,2016,1.62E-05
600153,2017,2.73E-05
600153,2018,1.39E-05
600153,2019,1.83E-05
600153,2020,2.29E-05
600153,2021,8.76E-06
600156,2014,0
600156,2015,0
600156,2016,0
600156,2017,0
600156,2018,0
600156,2019,0
600156,2020,0
600156,2021,0
600157,2014,0
600157,2015,0
600157,2016,1.73E-05
600157,2017,8.33E-06
600157,2018,0
600157,2019,0
600157,2020,0
600157,2021,0
600158,2014,0
600158,2015,0
600158,2016,0
600158,2017,2.91E-05
600158,2018,1.36E-05
600158,2019,3.48E-05
600158,2020,0
600158,2021,0
600159,2014,0
600159,2015,0
600159,2016,0
600159,2017,0
600159,2018,0
600159,2019,0
600159,2020,0
600159,2021,0
600160,2014,0
600160,2015,0
600160,2016,0
600160,2017,0
600160,2018,8.68E-06
600160,2019,8.00E-06
600160,2020,0
600160,2021,0
600161,2014,0
600161,2015,0
600161,2016,0
600161,2017,2.18E-05
600161,2018,3.07E-05
600161,2019,2.75E-05
600161,2020,2.60E-05
600161,2021,8.51E-06
600162,2014,0
600162,2015,0
600162,2016,0
600162,2017,0
600162,2018,0
600162,2019,0
600162,2020,0
600162,2021,0
600163,2014,0
600163,2015,0
600163,2016,2.26E-05
600163,2017,2.36E-05
600163,2018,3.66E-05
600163,2019,2.22E-05
600163,2020,1.03E-05
600163,2021,0
600165,2014,0
600165,2015,1.24E-05
600165,2016,1.31E-05
600165,2017,0
600165,2018,0
600165,2019,0
600165,2020,0
600165,2021,0
600166,2014,0
600166,2015,0
600166,2016,9.85E-06
600166,2017,2.81E-05
600166,2018,0
600166,2019,0
600166,2020,0
600166,2021,0
600167,2014,0
600167,2015,0
600167,2016,0
600167,2017,0
600167,2018,0
600167,2019,0
600167,2020,0
600167,2021,0
600168,2014,0
600168,2015,0
600168,2016,0
600168,2017,0
600168,2018,0
600168,2019,0
600168,2020,9.33E-06
600168,2021,0
600169,2014,1.39E-05
600169,2015,4.25E-05
600169,2016,6.59E-05
600169,2017,3.39E-05
600169,2018,5.22E-05
600169,2019,2.27E-05
600169,2020,2.59E-05
600169,2021,2.54E-05
600170,2014,0
600170,2015,1.60E-05
600170,2016,2.48E-05
600170,2017,2.42E-05
600170,2018,2.34E-05
600170,2019,2.16E-05
600170,2020,1.25E-05
600170,2021,1.26E-05
600171,2014,0
600171,2015,0
600171,2016,0
600171,2017,0
600171,2018,0
600171,2019,9.06E-06
600171,2020,8.38E-06
600171,2021,1.69E-05
600172,2014,0
600172,2015,0
600172,2016,1.14E-05
600172,2017,2.27E-05
600172,2018,1.11E-05
600172,2019,0
600172,2020,0
600172,2021,0
600173,2014,0
600173,2015,0
600173,2016,0
600173,2017,0
600173,2018,0
600173,2019,0
600173,2020,0
600173,2021,0
600176,2014,2.62E-05
600176,2015,5.24E-05
600176,2016,4.90E-05
600176,2017,3.74E-05
600176,2018,0
600176,2019,0
600176,2020,0
600176,2021,0
600177,2014,0
600177,2015,0
600177,2016,0
600177,2017,0
600177,2018,0
600177,2019,0
600177,2020,0
600177,2021,0
600178,2014,0
600178,2015,0
600178,2016,0
600178,2017,1.85E-05
600178,2018,0
600178,2019,0
600178,2020,0
600178,2021,0
600179,2014,0
600179,2015,0
600179,2016,4.13E-05
600179,2017,5.97E-05
600179,2018,7.14E-05
600179,2019,0
600179,2020,0
600179,2021,8.34E-06
600180,2014,0
600180,2015,0
600180,2016,0
600180,2017,9.47E-06
600180,2018,2.40E-05
600180,2019,1.46E-05
600180,2020,1.61E-05
600180,2021,3.13E-05
600182,2014,0
600182,2015,0
600182,2016,0
600182,2017,0
600182,2018,0
600182,2019,0
600182,2020,0
600182,2021,0
600183,2014,0
600183,2015,1.31E-05
600183,2016,0
600183,2017,1.15E-05
600183,2018,0
600183,2019,0
600183,2020,0
600183,2021,0
600184,2014,0
600184,2015,0
600184,2016,0
600184,2017,0
600184,2018,0
600184,2019,0
600184,2020,0
600184,2021,0
600185,2014,0
600185,2015,0
600185,2016,0
600185,2017,1.06E-05
600185,2018,1.07E-05
600185,2019,2.02E-05
600185,2020,9.36E-06
600185,2021,9.07E-06
600186,2014,0
600186,2015,0
600186,2016,0
600186,2017,0
600186,2018,0
600186,2019,0
600186,2020,0
600186,2021,0
600187,2014,0
600187,2015,0
600187,2016,0
600187,2017,0
600187,2018,0
600187,2019,0
600187,2020,0
600187,2021,0
600188,2014,0
600188,2015,0
600188,2016,0
600188,2017,0
600188,2018,0
600188,2019,1.35E-05
600188,2020,0
600188,2021,0
600189,2014,0
600189,2015,0
600189,2016,0
600189,2017,0
600189,2018,0
600189,2019,0
600189,2020,0
600189,2021,0
600190,2014,1.28E-05
600190,2015,8.14E-05
600190,2016,1.27E-05
600190,2017,2.08E-05
600190,2018,9.57E-06
600190,2019,1.84E-05
600190,2020,0
600190,2021,3.34E-05
600191,2014,0
600191,2015,0
600191,2016,0
600191,2017,0
600191,2018,0
600191,2019,0
600191,2020,0
600191,2021,0
600192,2014,0
600192,2015,1.28E-05
600192,2016,1.25E-05
600192,2017,0
600192,2018,1.33E-05
600192,2019,1.30E-05
600192,2020,1.28E-05
600192,2021,0
600193,2014,0
600193,2015,0
600193,2016,0
600193,2017,0
600193,2018,0
600193,2019,0
600193,2020,0
600193,2021,0
600195,2014,0
600195,2015,0
600195,2016,0
600195,2017,0
600195,2018,1.10E-05
600195,2019,1.08E-05
600195,2020,1.07E-05
600195,2021,2.15E-05
600196,2014,0
600196,2015,0
600196,2016,0
600196,2017,0
600196,2018,0
600196,2019,0
600196,2020,0
600196,2021,0
600197,2014,0
600197,2015,0
600197,2016,0
600197,2017,0
600197,2018,0
600197,2019,0
600197,2020,0
600197,2021,0
600198,2014,0
600198,2015,0
600198,2016,0
600198,2017,0
600198,2018,0
600198,2019,0
600198,2020,0
600198,2021,0
600199,2014,0
600199,2015,0
600199,2016,0
600199,2017,0
600199,2018,0
600199,2019,0
600199,2020,0
600199,2021,0
600200,2014,0
600200,2015,0
600200,2016,8.30E-06
600200,2017,0
600200,2018,0
600200,2019,0
600200,2020,0
600200,2021,0
600201,2014,0
600201,2015,1.42E-05
600201,2016,0
600201,2017,0
600201,2018,0
600201,2019,0
600201,2020,0
600201,2021,0
600202,2014,0
600202,2015,0
600202,2016,0
600202,2017,0
600202,2018,0
600202,2019,0
600202,2020,0
600202,2021,0
600203,2014,0
600203,2015,0
600203,2016,2.06E-05
600203,2017,1.98E-05
600203,2018,1.69E-05
600203,2019,1.81E-05
600203,2020,1.82E-05
600203,2021,0
600206,2014,0
600206,2015,0
600206,2016,0
600206,2017,0
600206,2018,0
600206,2019,0
600206,2020,0
600206,2021,0
600207,2014,0
600207,2015,0
600207,2016,0
600207,2017,0
600207,2018,0
600207,2019,0
600207,2020,0
600207,2021,0
600208,2014,0
600208,2015,0
600208,2016,0
600208,2017,0
600208,2018,0
600208,2019,0
600208,2020,0
600208,2021,0
600210,2014,0
600210,2015,0
600210,2016,0
600210,2017,0
600210,2018,0
600210,2019,0
600210,2020,0
600210,2021,0
600211,2014,0
600211,2015,0
600211,2016,0
600211,2017,0
600211,2018,0
600211,2019,0
600211,2020,0
600211,2021,0
600212,2014,0
600212,2015,0
600212,2016,0
600212,2017,0
600212,2018,0
600212,2019,0
600212,2020,0
600212,2021,0
600213,2014,1.62E-05
600213,2015,1.46E-05
600213,2016,1.38E-05
600213,2017,0
600213,2018,0
600213,2019,1.25E-05
600213,2020,0
600213,2021,0
600215,2014,0
600215,2015,0
600215,2016,0
600215,2017,0
600215,2018,0
600215,2019,0
600215,2020,0
600215,2021,0
600216,2014,0
600216,2015,0
600216,2016,0
600216,2017,0
600216,2018,0
600216,2019,0
600216,2020,0
600216,2021,0
600217,2014,0
600217,2015,0
600217,2016,0
600217,2017,0
600217,2018,0
600217,2019,0
600217,2020,0
600217,2021,0
600218,2014,0
600218,2015,0
600218,2016,0
600218,2017,1.36E-05
600218,2018,0
600218,2019,0
600218,2020,0
600218,2021,0
600219,2014,0
600219,2015,9.92E-06
600219,2016,9.10E-06
600219,2017,0
600219,2018,8.28E-06
600219,2019,7.85E-06
600219,2020,0
600219,2021,0
600220,2014,0
600220,2015,0
600220,2016,0
600220,2017,1.28E-05
600220,2018,1.28E-05
600220,2019,1.17E-05
600220,2020,1.18E-05
600220,2021,1.07E-05
600221,2014,0
600221,2015,0
600221,2016,1.93E-05
600221,2017,8.79E-06
600221,2018,0
600221,2019,1.35E-05
600221,2020,0
600221,2021,0
600222,2014,0
600222,2015,0
600222,2016,0
600222,2017,0
600222,2018,0
600222,2019,0
600222,2020,0
600222,2021,2.71E-05
600223,2014,0
600223,2015,0
600223,2016,0
600223,2017,0
600223,2018,0
600223,2019,0
600223,2020,0
600223,2021,0
600225,2014,0
600225,2015,0
600225,2016,0
600225,2017,9.65E-06
600225,2018,9.57E-06
600225,2019,0
600225,2020,0
600225,2021,0
600226,2014,0
600226,2015,0
600226,2016,0
600226,2017,0
600226,2018,0
600226,2019,0
600226,2020,0
600226,2021,0
600227,2014,0
600227,2015,0
600227,2016,0
600227,2017,0
600227,2018,9.85E-06
600227,2019,0
600227,2020,0
600227,2021,0
600228,2014,0
600228,2015,0
600228,2016,0
600228,2017,0
600228,2018,0
600228,2019,0
600228,2020,0
600228,2021,0
600229,2014,0
600229,2015,0
600229,2016,3.44E-05
600229,2017,1.19E-05
600229,2018,4.46E-05
600229,2019,1.05E-05
600229,2020,2.07E-05
600229,2021,0
600230,2014,0
600230,2015,0
600230,2016,0
600230,2017,0
600230,2018,0
600230,2019,0
600230,2020,0
600230,2021,0
600231,2014,1.21E-05
600231,2015,0
600231,2016,0
600231,2017,1.03E-05
600231,2018,0
600231,2019,0
600231,2020,0
600231,2021,0
600232,2014,0
600232,2015,1.66E-05
600232,2016,0
600232,2017,0
600232,2018,0
600232,2019,0
600232,2020,0
600232,2021,0
600233,2014,0
600233,2015,0
600233,2016,3.41E-05
600233,2017,6.59E-05
600233,2018,5.87E-05
600233,2019,6.02E-05
600233,2020,2.21E-05
600233,2021,3.37E-05
600234,2014,7.25E-06
600234,2015,1.77E-05
600234,2016,0
600234,2017,0
600234,2018,0
600234,2019,0
600234,2020,0
600234,2021,0
600235,2014,0
600235,2015,0
600235,2016,0
600235,2017,0
600235,2018,1.35E-05
600235,2019,0
600235,2020,1.29E-05
600235,2021,1.22E-05
600236,2014,0
600236,2015,1.16E-05
600236,2016,9.85E-06
600236,2017,0
600236,2018,0
600236,2019,0
600236,2020,0
600236,2021,0
600237,2014,0
600237,2015,0
600237,2016,0
600237,2017,0
600237,2018,0
600237,2019,0
600237,2020,0
600237,2021,0
600238,2014,0
600238,2015,0
600238,2016,0
600238,2017,2.07E-05
600238,2018,0
600238,2019,0
600238,2020,0
600238,2021,0
600239,2014,4.66E-05
600239,2015,5.87E-05
600239,2016,3.33E-05
600239,2017,2.40E-05
600239,2018,1.49E-05
600239,2019,0
600239,2020,7.08E-06
600239,2021,0
600241,2014,0
600241,2015,1.29E-05
600241,2016,0
600241,2017,0
600241,2018,0
600241,2019,0
600241,2020,0
600241,2021,0
600242,2014,1.31E-05
600242,2015,0
600242,2016,0
600242,2017,0
600242,2018,0
600242,2019,0
600242,2020,0
600242,2021,0
600243,2014,0
600243,2015,0
600243,2016,2.36E-05
600243,2017,2.51E-05
600243,2018,2.40E-05
600243,2019,1.11E-05
600243,2020,0
600243,2021,0
600246,2014,0
600246,2015,0
600246,2016,0
600246,2017,0
600246,2018,0
600246,2019,0
600246,2020,0
600246,2021,0
600248,2014,0
600248,2015,3.79E-05
600248,2016,6.49E-05
600248,2017,5.21E-05
600248,2018,2.24E-05
600248,2019,2.92E-05
600248,2020,1.88E-05
600248,2021,1.24E-05
600249,2014,0
600249,2015,1.16E-05
600249,2016,0
600249,2017,0
600249,2018,0
600249,2019,0
600249,2020,0
600249,2021,0
600250,2014,0
600250,2015,1.43E-05
600250,2016,0
600250,2017,0
600250,2018,2.45E-05
600250,2019,0
600250,2020,0
600250,2021,9.90E-06
600251,2014,3.39E-05
600251,2015,0
600251,2016,7.63E-06
600251,2017,0
600251,2018,6.93E-06
600251,2019,7.61E-06
600251,2020,8.18E-06
600251,2021,0
600252,2014,0
600252,2015,0
600252,2016,0
600252,2017,0
600252,2018,8.65E-06
600252,2019,0
600252,2020,0
600252,2021,0
600255,2014,0
600255,2015,0
600255,2016,0
600255,2017,0
600255,2018,0
600255,2019,0
600255,2020,0
600255,2021,0
600256,2014,6.47E-05
600256,2015,7.32E-06
600256,2016,2.02E-05
600256,2017,2.63E-05
600256,2018,4.38E-05
600256,2019,2.00E-05
600256,2020,2.11E-05
600256,2021,2.26E-05
600257,2014,0
600257,2015,0
600257,2016,0
600257,2017,0
600257,2018,0
600257,2019,0
600257,2020,0
600257,2021,0
600258,2014,0
600258,2015,0
600258,2016,0
