asset,date,br
2556,2016,0
2556,2017,0
2556,2018,2.23E-05
2556,2019,1.71E-05
2556,2020,0
2556,2021,0
2557,2014,0
2557,2015,0
2557,2016,0
2557,2017,2.38E-05
2557,2018,1.16E-05
2557,2019,0
2557,2020,0
2557,2021,0
2558,2014,1.85E-05
2558,2015,2.16E-05
2558,2016,0
2558,2017,0
2558,2018,0
2558,2019,0
2558,2020,0
2558,2021,0
2559,2014,0
2559,2015,0
2559,2016,0
2559,2017,0
2559,2018,1.22E-05
2559,2019,0
2559,2020,0
2559,2021,0
2560,2014,0
2560,2015,0
2560,2016,0
2560,2017,0
2560,2018,0
2560,2019,0
2560,2020,2.30E-05
2560,2021,2.24E-05
2561,2014,0
2561,2015,0
2561,2016,0
2561,2017,0
2561,2018,0
2561,2019,0
2561,2020,0
2561,2021,0
2562,2014,0
2562,2015,0
2562,2016,0
2562,2017,0
2562,2018,0
2562,2019,0
2562,2020,0
2562,2021,0
2563,2014,0
2563,2015,0
2563,2016,0
2563,2017,0
2563,2018,9.87E-06
2563,2019,0
2563,2020,0
2563,2021,0
2565,2014,0
2565,2015,0
2565,2016,0
2565,2017,0
2565,2018,2.12E-05
2565,2019,0
2565,2020,0
2565,2021,0
2566,2014,0
2566,2015,0
2566,2016,0
2566,2017,0
2566,2018,0
2566,2019,0
2566,2020,0
2566,2021,0
2567,2014,0
2567,2015,0
2567,2016,0
2567,2017,0
2567,2018,0
2567,2019,0
2567,2020,0
2567,2021,0
2568,2014,0
2568,2015,0
2568,2016,0
2568,2017,0
2568,2018,0
2568,2019,0
2568,2020,0
2568,2021,0
2569,2014,0
2569,2015,0
2569,2016,0
2569,2017,0
2569,2018,0
2569,2019,0
2569,2020,0
2569,2021,0
2570,2014,0
2570,2015,0
2570,2016,0
2570,2017,0
2570,2018,0
2570,2019,0
2570,2020,0
2570,2021,0
2571,2014,0
2571,2015,0
2571,2016,0
2571,2017,0
2571,2018,1.06E-05
2571,2019,0
2571,2020,0
2571,2021,0
2572,2014,0
2572,2015,0
2572,2016,0
2572,2017,0
2572,2018,0
2572,2019,0
2572,2020,0
2572,2021,0
2573,2014,0
2573,2015,1.19E-05
2573,2016,1.17E-05
2573,2017,1.04E-05
2573,2018,0
2573,2019,3.89E-05
2573,2020,5.12E-05
2573,2021,9.62E-06
2574,2014,0
2574,2015,0
2574,2016,0
2574,2017,0
2574,2018,0
2574,2019,0
2574,2020,0
2574,2021,0
2575,2014,0
2575,2015,1.53E-05
2575,2016,0
2575,2017,0
2575,2018,0
2575,2019,0
2575,2020,0
2575,2021,0
2576,2014,0
2576,2015,0
2576,2016,2.70E-05
2576,2017,0
2576,2018,1.45E-05
2576,2019,1.27E-05
2576,2020,1.27E-05
2576,2021,1.24E-05
2577,2014,0
2577,2015,0
2577,2016,0
2577,2017,0
2577,2018,0
2577,2019,0
2577,2020,0
2577,2021,0
2578,2014,0
2578,2015,1.43E-05
2578,2016,4.24E-05
2578,2017,6.82E-05
2578,2018,4.14E-05
2578,2019,3.14E-05
2578,2020,3.18E-05
2578,2021,3.20E-05
2579,2014,0
2579,2015,0
2579,2016,0
2579,2017,0
2579,2018,0
2579,2019,0
2579,2020,0
2579,2021,0
2580,2014,0
2580,2015,0
2580,2016,0
2580,2017,1.30E-05
2580,2018,2.56E-05
2580,2019,1.12E-05
2580,2020,1.08E-05
2580,2021,0
2581,2014,0
2581,2015,0
2581,2016,0
2581,2017,0
2581,2018,0
2581,2019,0
2581,2020,0
2581,2021,1.92E-05
2582,2014,0
2582,2015,0
2582,2016,0
2582,2017,4.86E-05
2582,2018,0
2582,2019,0
2582,2020,0
2582,2021,1.06E-05
2583,2014,0
2583,2015,0
2583,2016,0
2583,2017,4.02E-05
2583,2018,3.78E-05
2583,2019,1.47E-05
2583,2020,1.48E-05
2583,2021,7.60E-06
2584,2014,0
2584,2015,0
2584,2016,0
2584,2017,0
2584,2018,0
2584,2019,0
2584,2020,0
2584,2021,0
2585,2014,0
2585,2015,0
2585,2016,0
2585,2017,0
2585,2018,0
2585,2019,0
2585,2020,0
2585,2021,0
2586,2014,8.62E-05
2586,2015,5.43E-05
2586,2016,1.27E-05
2586,2017,0
2586,2018,0
2586,2019,0
2586,2020,0
2586,2021,0
2587,2014,0
2587,2015,0
2587,2016,0
2587,2017,0
2587,2018,0
2587,2019,0
2587,2020,9.75E-06
2587,2021,0
2588,2014,0
2588,2015,0
2588,2016,0
2588,2017,0
2588,2018,0
2588,2019,0
2588,2020,0
2588,2021,0
2589,2014,0
2589,2015,0
2589,2016,0
2589,2017,0
2589,2018,0
2589,2019,0
2589,2020,0
2589,2021,0
2590,2014,0
2590,2015,0
2590,2016,0
2590,2017,0
2590,2018,0
2590,2019,0
2590,2020,0
2590,2021,0
2591,2014,0
2591,2015,0
2591,2016,0
2591,2017,0
2591,2018,0
2591,2019,0
2591,2020,0
2591,2021,0
2592,2014,0
2592,2015,0
2592,2016,0
2592,2017,2.85E-05
2592,2018,1.02E-05
2592,2019,7.41E-06
2592,2020,0
2592,2021,0
2593,2014,0
2593,2015,2.66E-05
2593,2016,2.24E-05
2593,2017,3.12E-05
2593,2018,4.19E-05
2593,2019,1.11E-05
2593,2020,2.15E-05
2593,2021,2.19E-05
2594,2014,0
2594,2015,0
2594,2016,0
2594,2017,0
2594,2018,0
2594,2019,0
2594,2020,0
2594,2021,0
2595,2014,0
2595,2015,0
2595,2016,0
2595,2017,0
2595,2018,0
2595,2019,0
2595,2020,0
2595,2021,0
2596,2014,0
2596,2015,9.10E-06
2596,2016,2.63E-05
2596,2017,1.77E-05
2596,2018,8.57E-06
2596,2019,8.34E-06
2596,2020,8.64E-06
2596,2021,8.66E-06
2597,2014,0
2597,2015,0
2597,2016,0
2597,2017,0
2597,2018,0
2597,2019,0
2597,2020,0
2597,2021,0
2598,2014,0
2598,2015,0
2598,2016,0
2598,2017,1.39E-05
2598,2018,2.62E-05
2598,2019,0
2598,2020,1.13E-05
2598,2021,0
2599,2014,0
2599,2015,0
2599,2016,0
2599,2017,0
2599,2018,0
2599,2019,0
2599,2020,0
2599,2021,0
2600,2014,0
2600,2015,0
2600,2016,0
2600,2017,0
2600,2018,0
2600,2019,0
2600,2020,0
2600,2021,0
2601,2014,0
2601,2015,0
2601,2016,0
2601,2017,0
2601,2018,0
2601,2019,0
2601,2020,0
2601,2021,0
2602,2014,0
2602,2015,0
2602,2016,0
2602,2017,0
2602,2018,0
2602,2019,0
2602,2020,0
2602,2021,0
2603,2014,0
2603,2015,0
2603,2016,0
2603,2017,9.56E-06
2603,2018,9.53E-06
2603,2019,8.74E-06
2603,2020,0
2603,2021,0
2605,2014,0
2605,2015,0
2605,2016,0
2605,2017,0
2605,2018,0
2605,2019,0
2605,2020,0
2605,2021,0
2606,2014,1.42E-05
2606,2015,1.44E-05
2606,2016,4.21E-05
2606,2017,0
2606,2018,3.57E-05
2606,2019,4.40E-05
2606,2020,3.16E-05
2606,2021,1.83E-05
2607,2014,0
2607,2015,0
2607,2016,0
2607,2017,0
2607,2018,0
2607,2019,0
2607,2020,0
2607,2021,0
2608,2014,0
2608,2015,0
2608,2016,0
2608,2017,9.19E-06
2608,2018,0
2608,2019,0
2608,2020,0
2608,2021,0
2609,2014,0
2609,2015,0
2609,2016,0
2609,2017,0
2609,2018,0
2609,2019,0
2609,2020,0
2609,2021,0
2610,2014,0
2610,2015,0
2610,2016,3.30E-05
2610,2017,1.50E-05
2610,2018,0
2610,2019,0
2610,2020,0
2610,2021,0
2611,2014,0
2611,2015,0
2611,2016,0
2611,2017,0
2611,2018,1.03E-05
2611,2019,4.70E-05
2611,2020,9.02E-06
2611,2021,9.01E-06
2612,2014,0
2612,2015,0
2612,2016,0
2612,2017,0
2612,2018,0
2612,2019,0
2612,2020,0
2612,2021,0
2613,2014,0
2613,2015,1.31E-05
2613,2016,1.28E-05
2613,2017,1.11E-05
2613,2018,6.52E-05
2613,2019,5.08E-05
2613,2020,6.05E-05
2613,2021,6.25E-05
2614,2014,0
2614,2015,0
2614,2016,0
2614,2017,0
2614,2018,0
2614,2019,0
2614,2020,0
2614,2021,0
2615,2014,0
2615,2015,0
2615,2016,0
2615,2017,2.69E-05
2615,2018,1.18E-05
2615,2019,9.32E-06
2615,2020,9.24E-06
2615,2021,1.01E-05
2616,2014,0
2616,2015,0
2616,2016,0
2616,2017,0
2616,2018,0
2616,2019,0
2616,2020,0
2616,2021,0
2617,2014,0
2617,2015,0
2617,2016,0
2617,2017,0
2617,2018,0
2617,2019,0
2617,2020,8.25E-06
2617,2021,7.93E-06
2620,2014,0
2620,2015,4.44E-05
2620,2016,1.19E-05
2620,2017,0
2620,2018,1.11E-05
2620,2019,0
2620,2020,0
2620,2021,0
2621,2014,0
2621,2015,0
2621,2016,0
2621,2017,0
2621,2018,0
2621,2019,0
2621,2020,0
2621,2021,0
2622,2014,0
2622,2015,0
2622,2016,0
2622,2017,1.15E-05
2622,2018,2.30E-05
2622,2019,1.03E-05
2622,2020,1.03E-05
2622,2021,0
2623,2014,0
2623,2015,1.35E-05
2623,2016,2.29E-05
2623,2017,0
2623,2018,0
2623,2019,0
2623,2020,0
2623,2021,0
2624,2014,0
2624,2015,0
2624,2016,0
2624,2017,0
2624,2018,0
2624,2019,0
2624,2020,0
2624,2021,0
2625,2014,0
2625,2015,0
2625,2016,0
2625,2017,0
2625,2018,0
2625,2019,0
2625,2020,0
2625,2021,0
2626,2014,0
2626,2015,0
2626,2016,0
2626,2017,0
2626,2018,0
2626,2019,0
2626,2020,0
2626,2021,0
2627,2014,0
2627,2015,0
2627,2016,0
2627,2017,0
2627,2018,0
2627,2019,0
2627,2020,0
2627,2021,0
2628,2014,1.43E-05
2628,2015,0
2628,2016,0
2628,2017,0
2628,2018,2.17E-05
2628,2019,0
2628,2020,0
2628,2021,0
2629,2014,0
2629,2015,1.15E-05
2629,2016,0
2629,2017,0
2629,2018,0
2629,2019,0
2629,2020,0
2629,2021,0
2630,2014,0
2630,2015,6.83E-05
2630,2016,7.31E-05
2630,2017,0.000104566
2630,2018,6.34E-05
2630,2019,6.58E-05
2630,2020,3.79E-05
2630,2021,9.59E-06
2631,2014,0
2631,2015,0
2631,2016,0
2631,2017,0
2631,2018,0
2631,2019,0
2631,2020,0
2631,2021,0
2632,2014,0
2632,2015,0
2632,2016,0
2632,2017,0
2632,2018,1.28E-05
2632,2019,0
2632,2020,0
2632,2021,0
2633,2014,0
2633,2015,0
2633,2016,0
2633,2017,0
2633,2018,0
2633,2019,0
2633,2020,0
2633,2021,0
2634,2014,0
2634,2015,0
2634,2016,0
2634,2017,0
2634,2018,0
2634,2019,0
2634,2020,0
2634,2021,0
2635,2014,0
2635,2015,0
2635,2016,0
2635,2017,0
2635,2018,0
2635,2019,0
2635,2020,0
2635,2021,0
2636,2014,0
2636,2015,0
2636,2016,0
2636,2017,0
2636,2018,0
2636,2019,0
2636,2020,0
2636,2021,0
2637,2014,0
2637,2015,0
2637,2016,0
2637,2017,0
2637,2018,0
2637,2019,1.81E-05
2637,2020,1.74E-05
2637,2021,0
2638,2014,0
2638,2015,0
2638,2016,0
2638,2017,0
2638,2018,0
2638,2019,0
2638,2020,0
2638,2021,0
2639,2014,0
2639,2015,0
2639,2016,1.29E-05
2639,2017,1.37E-05
2639,2018,1.26E-05
2639,2019,0
2639,2020,0
2639,2021,0
2640,2014,0
2640,2015,0
2640,2016,0
2640,2017,6.24E-05
2640,2018,1.78E-05
2640,2019,9.04E-06
2640,2020,0
2640,2021,0
2641,2014,0
2641,2015,2.81E-05
2641,2016,0
2641,2017,0
2641,2018,2.22E-05
2641,2019,0
2641,2020,0
2641,2021,0
2642,2014,0
2642,2015,0
2642,2016,1.05E-05
2642,2017,9.51E-06
2642,2018,0
2642,2019,0
2642,2020,9.50E-06
2642,2021,0
2643,2014,0
2643,2015,0
2643,2016,0
2643,2017,0
2643,2018,0
2643,2019,0
2643,2020,0
2643,2021,0
2644,2014,0
2644,2015,1.60E-05
2644,2016,1.59E-05
2644,2017,5.86E-05
2644,2018,0.000102678
2644,2019,3.48E-05
2644,2020,4.89E-05
2644,2021,0
2645,2014,0
2645,2015,0
2645,2016,0
2645,2017,2.90E-05
2645,2018,0
2645,2019,0
2645,2020,0
2645,2021,0
2646,2014,0
2646,2015,0
2646,2016,0
2646,2017,0
2646,2018,0
2646,2019,0
2646,2020,0
2646,2021,0
2648,2014,0
2648,2015,0
2648,2016,0
2648,2017,0
2648,2018,0
2648,2019,0
2648,2020,0
2648,2021,0
2649,2014,0
2649,2015,0
2649,2016,0
2649,2017,9.86E-06
2649,2018,3.16E-05
2649,2019,4.94E-05
2649,2020,1.90E-05
2649,2021,0
2650,2014,0
2650,2015,0
2650,2016,0
2650,2017,0
2650,2018,0
2650,2019,0
2650,2020,0
2650,2021,0
2651,2014,0
2651,2015,0
2651,2016,0
2651,2017,0
2651,2018,1.14E-05
2651,2019,0
2651,2020,0
2651,2021,0
2652,2014,0
2652,2015,0
2652,2016,0
2652,2017,0
2652,2018,0
2652,2019,0
2652,2020,0
2652,2021,0
2653,2014,0
2653,2015,0
2653,2016,0
2653,2017,0
2653,2018,0
2653,2019,0
2653,2020,0
2653,2021,0
2654,2014,0
2654,2015,0
2654,2016,0
2654,2017,0
2654,2018,0
2654,2019,0
2654,2020,0
2654,2021,8.07E-06
2655,2014,0
2655,2015,0
2655,2016,0
2655,2017,0
2655,2018,0
2655,2019,0
2655,2020,0
2655,2021,0
2657,2014,0
2657,2015,0
2657,2016,0
2657,2017,0
2657,2018,0
2657,2019,0
2657,2020,0
2657,2021,0
2658,2014,0
2658,2015,0
2658,2016,0
2658,2017,0
2658,2018,0
2658,2019,0
2658,2020,0
2658,2021,0
2659,2014,0
2659,2015,1.23E-05
2659,2016,8.35E-05
2659,2017,0
2659,2018,0
2659,2019,0
2659,2020,0
2659,2021,0
2660,2014,0
2660,2015,0
2660,2016,0
2660,2017,0
2660,2018,1.03E-05
2660,2019,0
2660,2020,0
2660,2021,0
2661,2014,0
2661,2015,0
2661,2016,0
2661,2017,0
2661,2018,0
2661,2019,0
2661,2020,0
2661,2021,0
2662,2014,0
2662,2015,0
2662,2016,0
2662,2017,0
2662,2018,0
2662,2019,0
2662,2020,0
2662,2021,0
2663,2014,0
2663,2015,0
2663,2016,0
2663,2017,0
2663,2018,0
2663,2019,0
2663,2020,0
2663,2021,0
2664,2014,0
2664,2015,2.65E-05
2664,2016,0
2664,2017,0
2664,2018,0
2664,2019,1.07E-05
2664,2020,0
2664,2021,0
2665,2014,8.85E-05
2665,2015,2.93E-05
2665,2016,0.00010323
2665,2017,0
2665,2018,2.38E-05
2665,2019,0
2665,2020,0
2665,2021,0
2666,2014,0
2666,2015,0
2666,2016,0
2666,2017,0
2666,2018,0
2666,2019,0
2666,2020,0
2666,2021,0
2667,2014,0
2667,2015,0
2667,2016,1.31E-05
2667,2017,1.19E-05
2667,2018,1.18E-05
2667,2019,1.04E-05
2667,2020,0
2667,2021,0
2668,2014,0
2668,2015,0
2668,2016,0
2668,2017,0
2668,2018,0
2668,2019,0
2668,2020,0
2668,2021,0
2669,2014,0
2669,2015,0
2669,2016,1.40E-05
2669,2017,2.52E-05
2669,2018,3.01E-05
2669,2019,4.36E-05
2669,2020,3.35E-05
2669,2021,2.88E-05
2671,2014,0
2671,2015,0
2671,2016,0
2671,2017,0
2671,2018,0
2671,2019,0
2671,2020,0
2671,2021,0
2672,2014,0
2672,2015,0
2672,2016,0
2672,2017,0
2672,2018,0
2672,2019,8.20E-06
2672,2020,0
2672,2021,0
2674,2014,0
2674,2015,0
2674,2016,0
2674,2017,0
2674,2018,0
2674,2019,0
2674,2020,0
2674,2021,0
2675,2014,0
2675,2015,0
2675,2016,0
2675,2017,0
2675,2018,0
2675,2019,0
2675,2020,0
2675,2021,0
2676,2014,0
2676,2015,0
2676,2016,0
2676,2017,0
2676,2018,0
2676,2019,0
2676,2020,0
2676,2021,0
2677,2014,0
2677,2015,0
2677,2016,0
2677,2017,0
2677,2018,0
2677,2019,0
2677,2020,0
2677,2021,0
2678,2014,0
2678,2015,1.08E-05
2678,2016,1.05E-05
2678,2017,2.04E-05
2678,2018,9.56E-06
2678,2019,0
2678,2020,0
2678,2021,0
2679,2014,0
2679,2015,0
2679,2016,0
2679,2017,0
2679,2018,0
2679,2019,0
2679,2020,0
2679,2021,0
2681,2014,0
2681,2015,0
2681,2016,0
2681,2017,0
2681,2018,0
2681,2019,0
2681,2020,0
2681,2021,0
2682,2014,0
2682,2015,0
2682,2016,0
2682,2017,1.16E-05
2682,2018,2.07E-05
2682,2019,9.82E-06
2682,2020,9.86E-06
2682,2021,0
2683,2014,0
2683,2015,0
2683,2016,0
2683,2017,0
2683,2018,1.11E-05
2683,2019,1.00E-05
2683,2020,1.96E-05
2683,2021,3.25E-05
2685,2014,2.64E-05
2685,2015,4.13E-05
2685,2016,2.44E-05
2685,2017,2.03E-05
2685,2018,9.71E-06
2685,2019,0
2685,2020,0
2685,2021,0
2686,2014,0
2686,2015,0
2686,2016,0
2686,2017,0
2686,2018,0
2686,2019,0
2686,2020,0
2686,2021,0
2687,2014,0
2687,2015,0
2687,2016,0
2687,2017,0
2687,2018,0
2687,2019,0
2687,2020,0
2687,2021,0
2688,2014,0
2688,2015,0
2688,2016,1.03E-05
2688,2017,0
2688,2018,0
2688,2019,0
2688,2020,0
2688,2021,0
2689,2014,0
2689,2015,1.15E-05
2689,2016,0
2689,2017,0
2689,2018,0
2689,2019,0
2689,2020,0
2689,2021,0
2690,2014,0
2690,2015,0
2690,2016,0
2690,2017,0
2690,2018,0
2690,2019,0
2690,2020,0
2690,2021,0
2691,2014,0
2691,2015,0
2691,2016,0
2691,2017,0
2691,2018,0
2691,2019,0
2691,2020,0
2691,2021,0
2692,2014,0
2692,2015,1.61E-05
2692,2016,0
2692,2017,1.25E-05
2692,2018,0
2692,2019,0
2692,2020,0
2692,2021,0
2693,2014,0
2693,2015,0
2693,2016,0
2693,2017,0
2693,2018,0
2693,2019,0
2693,2020,0
2693,2021,0
2694,2014,0
2694,2015,0
2694,2016,0
2694,2017,0
2694,2018,0
2694,2019,0
2694,2020,0
2694,2021,0
2695,2014,0
2695,2015,0
2695,2016,0
2695,2017,0
2695,2018,0
2695,2019,0
2695,2020,0
2695,2021,0
2696,2014,0
2696,2015,0
2696,2016,0
2696,2017,0
2696,2018,0
2696,2019,2.03E-05
2696,2020,1.09E-05
2696,2021,1.01E-05
2697,2014,0
2697,2015,1.69E-05
2697,2016,0
2697,2017,0
2697,2018,0
2697,2019,0
2697,2020,0
2697,2021,0
2698,2014,1.50E-05
2698,2015,0
2698,2016,0
2698,2017,0
2698,2018,0
2698,2019,0
2698,2020,0
2698,2021,0
2699,2014,0
2699,2015,0
2699,2016,0
2699,2017,0
2699,2018,0
2699,2019,0
2699,2020,0
2699,2021,0
2700,2014,0
2700,2015,0
2700,2016,0
2700,2017,0
2700,2018,0
2700,2019,0
2700,2020,0
2700,2021,0
2701,2014,0
2701,2015,0
2701,2016,0
2701,2017,0
2701,2018,0
2701,2019,0
2701,2020,0
2701,2021,0
2702,2014,1.43E-05
2702,2015,0
2702,2016,0
2702,2017,0
2702,2018,0
2702,2019,0
2702,2020,0
2702,2021,0
2703,2014,0
2703,2015,0
2703,2016,0
2703,2017,0
2703,2018,0
2703,2019,0
2703,2020,0
2703,2021,0
2705,2014,0
2705,2015,0
2705,2016,0
2705,2017,0
2705,2018,0
2705,2019,0
2705,2020,0
2705,2021,0
2706,2014,0
2706,2015,0
2706,2016,0
2706,2017,0
2706,2018,0
2706,2019,0
2706,2020,0
2706,2021,0
2707,2014,3.99E-05
2707,2015,1.22E-05
2707,2016,2.19E-05
2707,2017,3.34E-05
2707,2018,2.86E-05
2707,2019,2.83E-05
2707,2020,9.15E-06
2707,2021,9.77E-06
2708,2014,0
2708,2015,0
2708,2016,0
2708,2017,0
2708,2018,0
2708,2019,0
2708,2020,0
2708,2021,0
2709,2014,0
2709,2015,0
2709,2016,0
2709,2017,0
2709,2018,0
2709,2019,0
2709,2020,0
2709,2021,0
2712,2014,0
2712,2015,0
2712,2016,0
2712,2017,0
2712,2018,0
2712,2019,0
2712,2020,0
2712,2021,0
2713,2014,0
2713,2015,0
2713,2016,0
2713,2017,0
2713,2018,0
2713,2019,0
2713,2020,0
2713,2021,0
2714,2014,0
2714,2015,0
2714,2016,0
2714,2017,0
2714,2018,0
2714,2019,0
2714,2020,0
2714,2021,0
2715,2014,0
2715,2015,0
2715,2016,1.15E-05
2715,2017,2.12E-05
2715,2018,2.40E-05
2715,2019,1.15E-05
2715,2020,1.16E-05
2715,2021,9.77E-06
2716,2014,0
2716,2015,0
2716,2016,0
2716,2017,0
2716,2018,0
2716,2019,0
2716,2020,0
2716,2021,0
2717,2014,0
2717,2015,0
2717,2016,0
2717,2017,0
2717,2018,0
2717,2019,0
2717,2020,0
2717,2021,0
2718,2014,0
2718,2015,0
2718,2016,0
2718,2017,0
2718,2018,0
2718,2019,0
2718,2020,0
2718,2021,0
2719,2014,0
2719,2015,0
2719,2016,0
2719,2017,0
2719,2018,0
2719,2019,0
2719,2020,0
2719,2021,0
2721,2014,0
2721,2015,0
2721,2016,0
2721,2017,0
2721,2018,0
2721,2019,0
2721,2020,0
2721,2021,0
2722,2014,0
2722,2015,0
2722,2016,0
2722,2017,2.45E-05
2722,2018,1.16E-05
2722,2019,9.74E-06
2722,2020,9.98E-06
2722,2021,9.46E-06
2723,2014,0
2723,2015,0
2723,2016,0
2723,2017,1.61E-05
2723,2018,1.46E-05
2723,2019,1.25E-05
2723,2020,1.03E-05
2723,2021,9.79E-05
2724,2014,1.36E-05
2724,2015,1.31E-05
2724,2016,1.18E-05
2724,2017,1.15E-05
2724,2018,0
2724,2019,0
2724,2020,0
2724,2021,0
2725,2014,0
2725,2015,0
2725,2016,0
2725,2017,0
2725,2018,0
2725,2019,0
2725,2020,0
2725,2021,0
2726,2014,0
2726,2015,0
2726,2016,0
2726,2017,0
2726,2018,0
2726,2019,0
2726,2020,0
2726,2021,0
2727,2014,0
2727,2015,0
2727,2016,0
2727,2017,0
2727,2018,0
2727,2019,0
2727,2020,0
2727,2021,0
2728,2014,0
2728,2015,0
2728,2016,0
2728,2017,0
2728,2018,0
2728,2019,0
2728,2020,0
2728,2021,0
2729,2014,0
2729,2015,0
2729,2016,0
2729,2017,0
2729,2018,0
2729,2019,0
2729,2020,0
2729,2021,0
2730,2014,0
2730,2015,0
2730,2016,0
2730,2017,2.62E-05
2730,2018,0
2730,2019,0
2730,2020,0
2730,2021,0
2731,2014,0
2731,2015,0
2731,2016,0
2731,2017,0
2731,2018,1.53E-05
2731,2019,0
2731,2020,0
2731,2021,0
2732,2014,0
2732,2015,0
2732,2016,0
2732,2017,0
2732,2018,0
2732,2019,0
2732,2020,0
2732,2021,0
2733,2014,0
2733,2015,0
2733,2016,0
2733,2017,0
2733,2018,0
2733,2019,0
2733,2020,0
2733,2021,0
2734,2014,0
2734,2015,0
2734,2016,0
2734,2017,0
2734,2018,0
2734,2019,0
2734,2020,0
2734,2021,0
2735,2014,0
2735,2015,0
2735,2016,0
2735,2017,0
2735,2018,0
2735,2019,0
2735,2020,0
2735,2021,0
2737,2014,0
2737,2015,0
2737,2016,0
2737,2017,2.22E-05
2737,2018,1.05E-05
2737,2019,1.97E-05
2737,2020,0
2737,2021,0
2738,2014,9.83E-05
2738,2015,6.84E-05
2738,2016,8.18E-05
2738,2017,6.56E-05
2738,2018,2.48E-05
2738,2019,0
2738,2020,0
2738,2021,0
2739,2014,0
2739,2015,0
2739,2016,0
2739,2017,0
2739,2018,0
2739,2019,0
2739,2020,0
2739,2021,0
2740,2014,0
2740,2015,0
2740,2016,0
2740,2017,0
2740,2018,0
2740,2019,0
2740,2020,0
2740,2021,0
2741,2014,0
2741,2015,0
2741,2016,0
2741,2017,0
2741,2018,0
2741,2019,0
2741,2020,0
2741,2021,0
2742,2014,3.10E-05
2742,2015,7.25E-05
2742,2016,5.44E-05
2742,2017,8.97E-05
2742,2018,7.68E-05
2742,2019,4.25E-05
2742,2020,5.88E-05
2742,2021,8.93E-05
2743,2014,0
2743,2015,0
2743,2016,3.54E-05
2743,2017,4.59E-05
2743,2018,2.35E-05
2743,2019,1.12E-05
2743,2020,0
2743,2021,0
2745,2014,0
2745,2015,0
2745,2016,0
2745,2017,0
2745,2018,0
2745,2019,0
2745,2020,6.72E-06
2745,2021,0
2746,2014,0
2746,2015,0
2746,2016,0
2746,2017,0
2746,2018,0
2746,2019,0
2746,2020,0
2746,2021,0
2747,2014,0
2747,2015,0
2747,2016,0
2747,2017,0
2747,2018,0
2747,2019,0
2747,2020,0
2747,2021,0
2748,2014,0
2748,2015,0
2748,2016,0
2748,2017,0
2748,2018,0
2748,2019,0
2748,2020,0
2748,2021,0
2749,2014,0
2749,2015,0
2749,2016,0
2749,2017,0
2749,2018,0
2749,2019,0
2749,2020,0
2749,2021,0
2750,2014,0
2750,2015,0
2750,2016,0
2750,2017,0
2750,2018,0
2750,2019,0
2750,2020,0
2750,2021,0
2751,2014,0
2751,2015,0
2751,2016,0
2751,2017,0
2751,2018,0
2751,2019,0
2751,2020,0
2751,2021,0
2752,2014,0
2752,2015,0
2752,2016,0
2752,2017,0
2752,2018,0
2752,2019,9.12E-06
2752,2020,1.21E-05
2752,2021,8.60E-06
2753,2014,0
2753,2015,0
2753,2016,0
2753,2017,0
2753,2018,0
2753,2019,0
2753,2020,0
2753,2021,0
2755,2014,0
2755,2015,3.05E-05
2755,2016,1.50E-05
2755,2017,2.32E-05
2755,2018,0
2755,2019,0
2755,2020,0
2755,2021,0
2756,2014,0
2756,2015,0
2756,2016,0
2756,2017,1.30E-05
2756,2018,0
2756,2019,0
2756,2020,0
2756,2021,0
2757,2014,0
2757,2015,0
2757,2016,0
2757,2017,0
2757,2018,0
2757,2019,0
2757,2020,0
2757,2021,8.21E-06
2758,2014,0
2758,2015,0
2758,2016,0
2758,2017,0
2758,2018,0
2758,2019,0
2758,2020,0
2758,2021,0
2759,2014,0
2759,2015,0
2759,2016,0
2759,2017,0
2759,2018,0
2759,2019,0
2759,2020,0
2759,2021,0
2760,2014,0
2760,2015,0
2760,2016,0
2760,2017,0
2760,2018,0
2760,2019,0
2760,2020,0
2760,2021,0
2761,2014,0
2761,2015,0
2761,2016,0
2761,2017,0
2761,2018,0
2761,2019,1.55E-05
2761,2020,1.58E-05
2761,2021,1.27E-05
2762,2014,0
2762,2015,0
2762,2016,0
2762,2017,2.30E-05
2762,2018,0
2762,2019,0
2762,2020,0
2762,2021,0
2763,2014,0
2763,2015,0
2763,2016,0
2763,2017,0
2763,2018,0
2763,2019,0
2763,2020,0
2763,2021,0
2765,2014,0
2765,2015,0
2765,2016,0
2765,2017,0
2765,2018,0
2765,2019,0
2765,2020,0
2765,2021,0
2766,2014,0
2766,2015,0
2766,2016,0
2766,2017,0
2766,2018,0
2766,2019,0
2766,2020,0
2766,2021,0
2767,2014,0
2767,2015,0
2767,2016,1.65E-05
2767,2017,1.55E-05
2767,2018,1.36E-05
2767,2019,0
2767,2020,0
2767,2021,0
2768,2014,0
2768,2015,0
2768,2016,0
2768,2017,0
2768,2018,0
2768,2019,0
2768,2020,0
2768,2021,0
2769,2014,0
2769,2015,0.000134527
2769,2016,7.99E-05
2769,2017,4.75E-05
2769,2018,4.61E-05
2769,2019,1.04E-05
2769,2020,1.06E-05
2769,2021,2.01E-05
2771,2014,0
2771,2015,0
2771,2016,0
2771,2017,0
2771,2018,0
2771,2019,0
2771,2020,0
2771,2021,0
2772,2014,0
2772,2015,0
2772,2016,0
2772,2017,0
2772,2018,1.46E-05
2772,2019,1.46E-05
2772,2020,1.53E-05
2772,2021,0
